DATASET_COLORSTRIP
SEPARATOR TAB
DATASET_LABEL	Similarity
COLOR	#ff0000
DATA
Sporidiobolus_salmonicolor_Ssal-KRED	#59C959	High (100.0%)
Mycosphaerella_eumusae_KXT05579	#87CEEB	Low (38.8%)
Mycosphaerella_eumusae_KXT05567	#87CEEB	Low (35.9%)
Mycosphaerella_eumusae_KXS97873	#87CEEB	Low (34.1%)
Mycosphaerella_eumusae_KXS96986	#87CEEB	Low (32.4%)
Mycosphaerella_eumusae_KXS94701	#87CEEB	Low (33.1%)
Nadsonia_fulvescens_ODQ68459	#87CEEB	Low (31.8%)
Nadsonia_fulvescens_ODQ64917	#87CEEB	Low (30.7%)
Nadsonia_fulvescens_ODQ65498	#905799	Far distant (24.7%)
Nadsonia_fulvescens_ODQ63756	#87CEEB	Low (30.7%)
Naematelia_encephala_ORY35474	#87CEEB	Low (36.5%)
Naematelia_encephala_ORY35589	#87CEEB	Low (32.9%)
Naematelia_encephala_ORY35639	#87CEEB	Low (35.1%)
Naematelia_encephala_ORY31774	#905799	Far distant (29.4%)
Naematelia_encephala_ORY30801	#87CEEB	Low (32.2%)
Naematelia_encephala_ORY28191	#87CEEB	Low (37.7%)
Naematelia_encephala_ORY26767	#87CEEB	Low (37.4%)
Naematelia_encephala_ORY25440	#EAFF80	Medium (40.8%)
Naematelia_encephala_ORY24071	#905799	Far distant (29.6%)
Naematelia_encephala_ORY23824	#905799	Far distant (27.7%)
Naematelia_encephala_ORY22129	#87CEEB	Low (32.2%)
Nannizzia_gypsea_EFQ98071	#87CEEB	Low (34.8%)
Nannizzia_gypsea_EFQ96700	#87CEEB	Low (32.8%)
Nannizzia_gypsea_EFR02088	#905799	Far distant (21.8%)
Naumovozyma_castellii_CCC66867	#87CEEB	Low (31.6%)
Naumovozyma_castellii_CCC66898	#87CEEB	Low (30.4%)
Naumovozyma_castellii_CCC67279	#87CEEB	Low (31.9%)
Naumovozyma_castellii_CCC69517	#87CEEB	Low (33.3%)
Naumovozyma_castellii_CCC69588	#905799	Far distant (29.1%)
Naumovozyma_castellii_CCC69823	#87CEEB	Low (31.6%)
Naumovozyma_castellii_CCC69929	#87CEEB	Low (30.3%)
Naumovozyma_castellii_CCC70066	#87CEEB	Low (31.0%)
Naumovozyma_castellii_CCC71269	#87CEEB	Low (30.5%)
Naumovozyma_castellii_CCC71389	#87CEEB	Low (31.9%)
Naumovozyma_dairenensis_CCD24405	#87CEEB	Low (31.2%)
Naumovozyma_dairenensis_CCD24822	#87CEEB	Low (30.9%)
Naumovozyma_dairenensis_CCD25475	#87CEEB	Low (31.8%)
Naumovozyma_dairenensis_CCD26813	#87CEEB	Low (32.5%)
Neofusicoccum_parvum_EOD49548	#87CEEB	Low (37.5%)
Neofusicoccum_parvum_EOD49268	#87CEEB	Low (34.4%)
Neofusicoccum_parvum_EOD47167	#87CEEB	Low (36.7%)
Neofusicoccum_parvum_EOD46129	#EAFF80	Medium (44.5%)
Neofusicoccum_parvum_EOD45917	#87CEEB	Low (32.1%)
Neofusicoccum_parvum_EOD45716	#87CEEB	Low (30.5%)
Neofusicoccum_parvum_EOD44329	#87CEEB	Low (30.9%)
Neofusicoccum_parvum_EOD43406	#EAFF80	Medium (41.3%)
Neofusicoccum_parvum_EOD42985	#87CEEB	Low (34.3%)
Neofusicoccum_parvum_EOD53043	#87CEEB	Low (32.0%)
Neofusicoccum_parvum_EOD52942	#87CEEB	Low (34.3%)
Neofusicoccum_parvum_EOD52908	#87CEEB	Low (32.1%)
Neofusicoccum_parvum_EOD51718	#87CEEB	Low (30.2%)
Neofusicoccum_parvum_EOD50321	#87CEEB	Low (30.8%)
Neolecta_irregularis_OLL25121	#87CEEB	Low (31.1%)
Neolentinus_lepideus_KZT29948	#87CEEB	Low (31.7%)
Neolentinus_lepideus_KZT29949	#87CEEB	Low (31.3%)
Neolentinus_lepideus_KZT27632	#87CEEB	Low (35.5%)
Neolentinus_lepideus_KZT26830	#87CEEB	Low (32.1%)
Neolentinus_lepideus_KZT25504	#87CEEB	Low (36.5%)
Neolentinus_lepideus_KZT25509	#87CEEB	Low (37.3%)
Neolentinus_lepideus_KZT25514	#87CEEB	Low (37.7%)
Neolentinus_lepideus_KZT25515	#905799	Far distant (18.6%)
Neolentinus_lepideus_KZT23818	#87CEEB	Low (34.3%)
Neolentinus_lepideus_KZT23515	#87CEEB	Low (37.9%)
Neolentinus_lepideus_KZT23525	#905799	Far distant (20.7%)
Neolentinus_lepideus_KZT23529	#EAFF80	Medium (42.1%)
Neolentinus_lepideus_KZT23536	#87CEEB	Low (37.0%)
Neolentinus_lepideus_KZT23559	#87CEEB	Low (35.5%)
Neolentinus_lepideus_KZT22410	#87CEEB	Low (34.1%)
Neolentinus_lepideus_KZT19607	#87CEEB	Low (32.8%)
Neonectria_ditissima_KPM45219	#EAFF80	Medium (40.4%)
Neonectria_ditissima_KPM35564	#87CEEB	Low (32.2%)
Neonectria_ditissima_KPM35360	#87CEEB	Low (37.4%)
Neonectria_ditissima_KPM35110	#87CEEB	Low (39.2%)
Neonectria_ditissima_KPM46029	#87CEEB	Low (35.7%)
Neonectria_ditissima_KPM42713	#87CEEB	Low (32.3%)
Neonectria_ditissima_KPM42224	#87CEEB	Low (32.4%)
Neonectria_ditissima_KPM42076	#905799	Far distant (28.7%)
Neonectria_ditissima_KPM41822	#87CEEB	Low (31.8%)
Neonectria_ditissima_KPM41852	#87CEEB	Low (31.6%)
Neonectria_ditissima_KPM41009	#87CEEB	Low (36.6%)
Neurospora_crassa_KHE88082	#87CEEB	Low (31.5%)
Neurospora_crassa_KHE85774	#905799	Far distant (29.9%)
Neurospora_crassa_KHE84185	#87CEEB	Low (32.9%)
Neurospora_crassa_KHE83736	#87CEEB	Low (33.6%)
Neurospora_crassa_KHE81203	#87CEEB	Low (34.2%)
Neurospora_tetrasperma_EGO60079	#87CEEB	Low (30.2%)
Neurospora_tetrasperma_EGO58571	#87CEEB	Low (36.0%)
Neurospora_tetrasperma_EGO56922	#87CEEB	Low (34.2%)
Neurospora_tetrasperma_EGO55178	#87CEEB	Low (30.8%)
Neurospora_tetrasperma_EGO52021	#87CEEB	Low (34.6%)
Ogataea_parapolymorpha_ESX01468	#87CEEB	Low (34.2%)
Ogataea_parapolymorpha_ESX00017	#87CEEB	Low (32.1%)
Ogataea_parapolymorpha_ESW98921	#87CEEB	Low (34.6%)
Ogataea_parapolymorpha_ESW97901	#87CEEB	Low (35.7%)
Ogataea_polymorpha_OBA17920	#87CEEB	Low (36.0%)
Ogataea_polymorpha_OBA16095	#87CEEB	Low (31.8%)
Ogataea_polymorpha_OBA15324	#87CEEB	Low (34.9%)
Oidiodendron_maius_KIN06804	#87CEEB	Low (31.3%)
Oidiodendron_maius_KIN07164	#87CEEB	Low (30.0%)
Oidiodendron_maius_KIN07192	#87CEEB	Low (39.4%)
Oidiodendron_maius_KIN08493	#87CEEB	Low (30.9%)
Oidiodendron_maius_KIN08831	#EAFF80	Medium (41.0%)
Oidiodendron_maius_KIN05770	#905799	Far distant (27.9%)
Oidiodendron_maius_KIN02451	#87CEEB	Low (33.6%)
Oidiodendron_maius_KIN02795	#87CEEB	Low (39.9%)
Oidiodendron_maius_KIN02858	#905799	Far distant (29.4%)
Oidiodendron_maius_KIN02985	#905799	Far distant (28.2%)
Oidiodendron_maius_KIN03177	#905799	Far distant (19.3%)
Oidiodendron_maius_KIN03231	#87CEEB	Low (34.3%)
Oidiodendron_maius_KIM99734	#87CEEB	Low (30.5%)
Oidiodendron_maius_KIM99747	#87CEEB	Low (34.1%)
Oidiodendron_maius_KIM98887	#87CEEB	Low (36.9%)
Oidiodendron_maius_KIM99204	#87CEEB	Low (33.6%)
Oidiodendron_maius_KIM98256	#87CEEB	Low (33.5%)
Oidiodendron_maius_KIM98588	#87CEEB	Low (31.5%)
Oidiodendron_maius_KIM98768	#905799	Far distant (28.7%)
Oidiodendron_maius_KIM97457	#87CEEB	Low (32.2%)
Oidiodendron_maius_KIM96687	#EAFF80	Medium (40.0%)
Oidiodendron_maius_KIM97017	#905799	Far distant (29.8%)
Oidiodendron_maius_KIM96583	#87CEEB	Low (31.8%)
Oidiodendron_maius_KIM96615	#905799	Far distant (27.7%)
Oidiodendron_maius_KIM95596	#87CEEB	Low (33.5%)
Oidiodendron_maius_KIM95809	#87CEEB	Low (37.0%)
Oidiodendron_maius_KIM95143	#87CEEB	Low (32.4%)
Oidiodendron_maius_KIM94766	#87CEEB	Low (34.0%)
Oidiodendron_maius_KIM94370	#87CEEB	Low (32.5%)
Oidiodendron_maius_KIM94463	#87CEEB	Low (34.8%)
Oidiodendron_maius_KIM92930	#87CEEB	Low (30.1%)
Ophiocordyceps_australis_PHH68280	#905799	Far distant (27.6%)
Ophiocordyceps_australis_PHH81424	#EAFF80	Medium (40.9%)
Ophiocordyceps_australis_PHH59202	#87CEEB	Low (32.8%)
Ophiocordyceps_camponoti_PHH80461	#87CEEB	Low (31.1%)
Ophiocordyceps_camponoti_PHH79472	#87CEEB	Low (35.9%)
Ophiocordyceps_sinensis_EQL01926	#87CEEB	Low (30.6%)
Ophiocordyceps_sinensis_EQL00450	#87CEEB	Low (31.1%)
Ophiocordyceps_sinensis_EQL00451	#EAFF80	Medium (47.5%)
Ophiocordyceps_unilateralis_PFH62484	#EAFF80	Medium (41.7%)
Ophiocordyceps_unilateralis_PFH57870	#87CEEB	Low (33.7%)
Ophiostoma_piceae_EPE09711	#87CEEB	Low (30.1%)
Ophiostoma_piceae_EPE08943	#905799	Far distant (28.7%)
Ophiostoma_piceae_EPE09018	#905799	Far distant (29.4%)
Ophiostoma_piceae_EPE07687	#87CEEB	Low (35.7%)
Ophiostoma_piceae_EPE07453	#87CEEB	Low (34.3%)
Ophiostoma_piceae_EPE03512	#87CEEB	Low (31.1%)
Ophiostoma_piceae_EPE02651	#87CEEB	Low (36.2%)
Paracoccidioides_brasiliensis_ODH35398	#87CEEB	Low (33.7%)
Paracoccidioides_sp_EEH34334	#87CEEB	Low (39.9%)
Paracoccidioides_sp_EEH36501	#87CEEB	Low (33.0%)
Paraphaeosphaeria_sporulosa_OAG12087	#87CEEB	Low (33.0%)
Paraphaeosphaeria_sporulosa_OAG12314	#905799	Far distant (29.5%)
Paraphaeosphaeria_sporulosa_OAG09596	#87CEEB	Low (39.2%)
Paraphaeosphaeria_sporulosa_OAG10563	#87CEEB	Low (34.6%)
Paraphaeosphaeria_sporulosa_OAG08171	#87CEEB	Low (36.0%)
Paraphaeosphaeria_sporulosa_OAG08274	#87CEEB	Low (34.8%)
Paraphaeosphaeria_sporulosa_OAG06665	#905799	Far distant (27.6%)
Paraphaeosphaeria_sporulosa_OAG07383	#87CEEB	Low (36.4%)
Paraphaeosphaeria_sporulosa_OAG03618	#905799	Far distant (28.3%)
Paraphaeosphaeria_sporulosa_OAG02642	#87CEEB	Low (32.4%)
Paraphaeosphaeria_sporulosa_OAG02864	#905799	Far distant (24.3%)
Paraphaeosphaeria_sporulosa_OAG02928	#87CEEB	Low (31.5%)
Paraphaeosphaeria_sporulosa_OAG02101	#87CEEB	Low (30.3%)
Paraphaeosphaeria_sporulosa_OAG00009	#905799	Far distant (27.2%)
Paraphaeosphaeria_sporulosa_OAF99356	#905799	Far distant (25.2%)
Paxillus_involutus_KIJ05108	#87CEEB	Low (35.3%)
Paxillus_involutus_KIJ09335	#87CEEB	Low (35.6%)
Paxillus_involutus_KIJ09338	#87CEEB	Low (35.6%)
Paxillus_rubicundulus_KIK98118	#87CEEB	Low (34.2%)
Paxillus_rubicundulus_KIK94676	#905799	Far distant (25.0%)
Penicilliopsis_zonata_OJJ50126	#87CEEB	Low (33.9%)
Penicilliopsis_zonata_OJJ47350	#87CEEB	Low (38.6%)
Penicilliopsis_zonata_OJJ45980	#87CEEB	Low (34.9%)
Penicilliopsis_zonata_OJJ45320	#87CEEB	Low (32.5%)
Penicilliopsis_zonata_OJJ43908	#87CEEB	Low (32.0%)
Penicillium_antarcticum_OQD91055	#87CEEB	Low (30.4%)
Penicillium_antarcticum_OQD88811	#87CEEB	Low (38.1%)
Penicillium_antarcticum_OQD88209	#87CEEB	Low (32.1%)
Penicillium_antarcticum_OQD87318	#87CEEB	Low (34.8%)
Penicillium_antarcticum_OQD84063	#87CEEB	Low (31.7%)
Penicillium_antarcticum_OQD83103	#905799	Far distant (24.2%)
Penicillium_antarcticum_OQD82413	#87CEEB	Low (32.2%)
Penicillium_antarcticum_OQD81747	#87CEEB	Low (36.1%)
Penicillium_antarcticum_OQD81020	#87CEEB	Low (33.9%)
Penicillium_antarcticum_OQD80257	#87CEEB	Low (34.3%)
Penicillium_antarcticum_OQD80134	#905799	Far distant (28.2%)
Penicillium_arizonense_OGE56793	#905799	Far distant (28.3%)
Penicillium_arizonense_OGE55284	#87CEEB	Low (32.6%)
Penicillium_arizonense_OGE54898	#87CEEB	Low (35.4%)
Penicillium_arizonense_OGE53987	#87CEEB	Low (35.7%)
Penicillium_arizonense_OGE52235	#87CEEB	Low (36.5%)
Penicillium_arizonense_OGE51456	#87CEEB	Low (34.7%)
Penicillium_arizonense_OGE50779	#87CEEB	Low (37.2%)
Penicillium_arizonense_OGE50042	#87CEEB	Low (32.7%)
Penicillium_arizonense_OGE49602	#EAFF80	Medium (40.0%)
Penicillium_arizonense_OGE48937	#87CEEB	Low (30.4%)
Penicillium_arizonense_OGE47262	#87CEEB	Low (31.3%)
Penicillium_arizonense_OGE47017	#87CEEB	Low (31.9%)
Penicillium_brasilianum_CEJ53952	#87CEEB	Low (32.1%)
Penicillium_brasilianum_CEJ61459	#87CEEB	Low (31.8%)
Penicillium_brasilianum_CEJ62325	#87CEEB	Low (36.5%)
Penicillium_brasilianum_CEJ55779	#87CEEB	Low (31.0%)
Penicillium_brasilianum_CEO58281	#87CEEB	Low (30.7%)
Penicillium_brasilianum_CEO58368	#87CEEB	Low (31.9%)
Penicillium_brasilianum_CEJ57878	#87CEEB	Low (33.5%)
Penicillium_brasilianum_CEJ59242	#87CEEB	Low (36.8%)
Penicillium_brasilianum_CEJ61005	#87CEEB	Low (34.4%)
Penicillium_camemberti_CRL17320	#87CEEB	Low (38.7%)
Penicillium_camemberti_CRL18521	#87CEEB	Low (34.9%)
Penicillium_camemberti_CRL21620	#905799	Far distant (24.4%)
Penicillium_camemberti_CRL23231	#905799	Far distant (29.5%)
Penicillium_camemberti_CRL24451	#905799	Far distant (24.2%)
Penicillium_camemberti_CRL24467	#87CEEB	Low (35.7%)
Penicillium_camemberti_CRL24522	#87CEEB	Low (38.5%)
Penicillium_camemberti_CRL25017	#87CEEB	Low (35.4%)
Penicillium_camemberti_CRL26655	#87CEEB	Low (31.6%)
Penicillium_camemberti_CRL28920	#87CEEB	Low (30.0%)
Penicillium_camemberti_CRL29394	#87CEEB	Low (36.9%)
Penicillium_chrysogenum_KZN90107	#87CEEB	Low (33.3%)
Penicillium_chrysogenum_KZN90221	#87CEEB	Low (31.3%)
Penicillium_chrysogenum_KZN90421	#87CEEB	Low (34.5%)
Penicillium_chrysogenum_KZN90626	#87CEEB	Low (33.8%)
Penicillium_chrysogenum_KZN94379	#905799	Far distant (29.1%)
Penicillium_chrysogenum_KZN89601	#87CEEB	Low (33.7%)
Penicillium_chrysogenum_KZN84494	#87CEEB	Low (37.8%)
Penicillium_chrysogenum_KZN83385	#87CEEB	Low (31.6%)
Penicillium_chrysogenum_KZN83703	#905799	Far distant (28.9%)
Penicillium_coprophilum_OQE47476	#87CEEB	Low (32.7%)
Penicillium_coprophilum_OQE47098	#87CEEB	Low (35.0%)
Penicillium_coprophilum_OQE44087	#87CEEB	Low (34.9%)
Penicillium_coprophilum_OQE42344	#87CEEB	Low (31.3%)
Penicillium_coprophilum_OQE41845	#87CEEB	Low (34.6%)
Penicillium_coprophilum_OQE36890	#87CEEB	Low (39.0%)
Penicillium_coprophilum_OQE34778	#905799	Far distant (25.6%)
Penicillium_coprophilum_OQE34402	#87CEEB	Low (32.7%)
Penicillium_decumbens_OQD76627	#87CEEB	Low (35.6%)
Penicillium_decumbens_OQD75377	#87CEEB	Low (35.3%)
Penicillium_decumbens_OQD73474	#87CEEB	Low (33.2%)
Penicillium_digitatum_EKV21679	#87CEEB	Low (36.6%)
Penicillium_digitatum_EKV15836	#87CEEB	Low (34.4%)
Penicillium_digitatum_EKV09466	#87CEEB	Low (34.9%)
Penicillium_digitatum_EKV05356	#905799	Far distant (24.3%)
Penicillium_expansum_KGO39366	#87CEEB	Low (34.1%)
Penicillium_expansum_KGO38524	#87CEEB	Low (30.2%)
Penicillium_expansum_KGO47181	#87CEEB	Low (32.0%)
Penicillium_expansum_KGO48730	#87CEEB	Low (33.7%)
Penicillium_expansum_KGO44877	#87CEEB	Low (33.6%)
Penicillium_expansum_KGO41420	#87CEEB	Low (34.6%)
Penicillium_expansum_KGO41769	#87CEEB	Low (37.8%)
Penicillium_expansum_KGO49061	#905799	Far distant (27.0%)
Penicillium_expansum_KGO42713	#87CEEB	Low (38.2%)
Penicillium_flavigenum_OQE28023	#87CEEB	Low (33.5%)
Penicillium_flavigenum_OQE25651	#87CEEB	Low (35.4%)
Penicillium_flavigenum_OQE25644	#87CEEB	Low (32.1%)
Penicillium_flavigenum_OQE25684	#87CEEB	Low (30.6%)
Penicillium_flavigenum_OQE22681	#87CEEB	Low (34.8%)
Penicillium_flavigenum_OQE17696	#87CEEB	Low (37.1%)
Penicillium_flavigenum_OQE16519	#905799	Far distant (28.2%)
Penicillium_flavigenum_OQE15023	#87CEEB	Low (35.0%)
Penicillium_flavigenum_OQE13276	#87CEEB	Low (39.4%)
Penicillium_flavigenum_OQE12857	#87CEEB	Low (35.2%)
Penicillium_freii_KUM62127	#87CEEB	Low (32.6%)
Penicillium_freii_KUM61445	#905799	Far distant (26.8%)
Penicillium_freii_KUM60980	#87CEEB	Low (31.0%)
Penicillium_freii_KUM60860	#87CEEB	Low (34.9%)
Penicillium_freii_KUM60698	#905799	Far distant (29.9%)
Penicillium_freii_KUM59977	#905799	Far distant (25.9%)
Penicillium_freii_KUM59914	#87CEEB	Low (37.8%)
Penicillium_freii_KUM58912	#87CEEB	Low (33.8%)
Penicillium_freii_KUM58235	#87CEEB	Low (32.4%)
Penicillium_freii_KUM57549	#87CEEB	Low (34.0%)
Penicillium_freii_KUM56980	#87CEEB	Low (38.2%)
Penicillium_freii_KUM55842	#87CEEB	Low (31.9%)
Penicillium_griseofulvum_KXG52016	#87CEEB	Low (38.4%)
Penicillium_griseofulvum_KXG51744	#87CEEB	Low (32.4%)
Penicillium_griseofulvum_KXG54099	#87CEEB	Low (34.2%)
Penicillium_griseofulvum_KXG54489	#87CEEB	Low (32.5%)
Penicillium_griseofulvum_KXG48717	#EAFF80	Medium (42.0%)
Penicillium_griseofulvum_KXG50737	#87CEEB	Low (34.3%)
Penicillium_griseofulvum_KXG50216	#87CEEB	Low (30.4%)
Penicillium_italicum_KGO75977	#87CEEB	Low (36.9%)
Penicillium_italicum_KGO76949	#87CEEB	Low (33.8%)
Penicillium_italicum_KGO78154	#59C959	High (51.7%)
Penicillium_nalgiovense_OQE96203	#905799	Far distant (26.5%)
Penicillium_nalgiovense_OQE96705	#905799	Far distant (29.9%)
Penicillium_nalgiovense_OQE93723	#87CEEB	Low (31.0%)
Penicillium_nalgiovense_OQE91459	#87CEEB	Low (38.2%)
Penicillium_nalgiovense_OQE86149	#87CEEB	Low (32.4%)
Penicillium_nalgiovense_OQE82499	#905799	Far distant (28.5%)
Penicillium_nalgiovense_OQE81710	#87CEEB	Low (34.6%)
Penicillium_nalgiovense_OQE81014	#87CEEB	Low (34.3%)
Penicillium_nordicum_KOS41870	#87CEEB	Low (31.8%)
Penicillium_nordicum_KOS40686	#87CEEB	Low (30.6%)
Penicillium_nordicum_KOS39990	#87CEEB	Low (34.2%)
Penicillium_nordicum_KOS39668	#87CEEB	Low (33.3%)
Penicillium_nordicum_KOS39518	#905799	Far distant (28.1%)
Penicillium_nordicum_KOS39372	#905799	Far distant (29.1%)
Penicillium_nordicum_KOS36604	#905799	Far distant (28.6%)
Penicillium_nordicum_KOS36425	#87CEEB	Low (33.1%)
Penicillium_nordicum_KOS44547	#87CEEB	Low (39.1%)
Penicillium_nordicum_KOS43465	#87CEEB	Low (39.2%)
Penicillium_occitanis_PCH09872	#87CEEB	Low (30.4%)
Penicillium_occitanis_PCH01833	#87CEEB	Low (36.0%)
Penicillium_occitanis_PCG99130	#87CEEB	Low (35.4%)
Penicillium_occitanis_PCG99000	#87CEEB	Low (33.0%)
Penicillium_occitanis_PCG98274	#87CEEB	Low (36.6%)
Penicillium_occitanis_PCG97976	#87CEEB	Low (38.9%)
Penicillium_occitanis_PCH10419	#87CEEB	Low (33.5%)
Penicillium_occitanis_PCG95262	#905799	Far distant (29.6%)
Penicillium_occitanis_PCG94866	#87CEEB	Low (38.3%)
Penicillium_occitanis_PCG94620	#87CEEB	Low (36.6%)
Penicillium_occitanis_PCG93113	#87CEEB	Low (30.4%)
Penicillium_occitanis_PCG92815	#87CEEB	Low (33.6%)
Penicillium_occitanis_PCH07030	#87CEEB	Low (34.9%)
Penicillium_occitanis_PCH10318	#87CEEB	Low (32.1%)
Penicillium_occitanis_PCH06918	#87CEEB	Low (34.7%)
Penicillium_occitanis_PCG91562	#87CEEB	Low (35.4%)
Penicillium_occitanis_PCG91309	#87CEEB	Low (30.9%)
Penicillium_occitanis_PCG91314	#87CEEB	Low (31.4%)
Penicillium_occitanis_PCG90946	#87CEEB	Low (31.7%)
Penicillium_occitanis_PCH05333	#87CEEB	Low (34.3%)
Penicillium_occitanis_PCH05064	#87CEEB	Low (30.6%)
Penicillium_oxalicum_EPS26469	#87CEEB	Low (33.2%)
Penicillium_oxalicum_EPS28845	#87CEEB	Low (34.9%)
Penicillium_oxalicum_EPS30258	#87CEEB	Low (31.0%)
Penicillium_oxalicum_EPS31726	#87CEEB	Low (34.7%)
Penicillium_polonicum_OQD71596	#87CEEB	Low (30.2%)
Penicillium_polonicum_OQD68041	#87CEEB	Low (35.3%)
Penicillium_polonicum_OQD67854	#87CEEB	Low (35.3%)
Penicillium_polonicum_OQD66951	#87CEEB	Low (35.8%)
Penicillium_polonicum_OQD66922	#87CEEB	Low (38.3%)
Penicillium_polonicum_OQD62093	#905799	Far distant (25.2%)
Penicillium_polonicum_OQD61477	#905799	Far distant (28.0%)
Penicillium_polonicum_OQD61608	#87CEEB	Low (31.6%)
Penicillium_polonicum_OQD61008	#87CEEB	Low (34.4%)
Penicillium_polonicum_OQD60781	#87CEEB	Low (34.0%)
Penicillium_polonicum_OQD60850	#87CEEB	Low (38.5%)
Penicillium_polonicum_OQD60648	#87CEEB	Low (35.4%)
Penicillium_polonicum_OQD60249	#87CEEB	Low (32.1%)
Penicillium_polonicum_OQD59994	#87CEEB	Low (33.1%)
Penicillium_roqueforti_CDM27381	#87CEEB	Low (35.1%)
Penicillium_roqueforti_CDM27682	#87CEEB	Low (34.9%)
Penicillium_roqueforti_CDM31745	#87CEEB	Low (35.4%)
Penicillium_roqueforti_CDM33186	#87CEEB	Low (38.2%)
Penicillium_roqueforti_CDM34876	#87CEEB	Low (35.4%)
Penicillium_rubens_CAP79022	#905799	Far distant (29.1%)
Penicillium_rubens_CAP74164	#87CEEB	Low (34.3%)
Penicillium_rubens_CAP92683	#87CEEB	Low (31.6%)
Penicillium_rubens_CAP93262	#905799	Far distant (28.9%)
Penicillium_rubens_CAP94115	#905799	Far distant (27.6%)
Penicillium_rubens_CAP99337	#87CEEB	Low (33.8%)
Penicillium_rubens_CAP99574	#87CEEB	Low (34.5%)
Penicillium_rubens_CAP99808	#87CEEB	Low (31.3%)
Penicillium_rubens_CAP96964	#87CEEB	Low (33.7%)
Penicillium_solitum_OQE03548	#905799	Far distant (29.1%)
Penicillium_solitum_OQE01036	#87CEEB	Low (39.3%)
Penicillium_solitum_OQD98381	#905799	Far distant (23.9%)
Penicillium_solitum_OQD93896	#87CEEB	Low (35.4%)
Penicillium_solitum_OQD93364	#87CEEB	Low (39.1%)
Penicillium_solitum_OQD93380	#87CEEB	Low (33.0%)
Penicillium_solitum_OQD93236	#905799	Far distant (25.2%)
Penicillium_solitum_OQD91851	#905799	Far distant (27.3%)
Penicillium_solitum_OQD91345	#87CEEB	Low (34.7%)
Penicillium_solitum_OQD90089	#87CEEB	Low (34.9%)
Penicillium_steckii_OQE31928	#87CEEB	Low (33.1%)
Penicillium_steckii_OQE31542	#87CEEB	Low (36.1%)
Penicillium_steckii_OQE29865	#87CEEB	Low (31.6%)
Penicillium_steckii_OQE28896	#87CEEB	Low (32.3%)
Penicillium_steckii_OQE21715	#87CEEB	Low (34.3%)
Penicillium_steckii_OQE19049	#905799	Far distant (28.4%)
Penicillium_steckii_OQE18595	#87CEEB	Low (38.6%)
Penicillium_steckii_OQE16182	#905799	Far distant (29.6%)
Penicillium_subrubescens_OKP13464	#905799	Far distant (28.7%)
Penicillium_subrubescens_OKP13465	#87CEEB	Low (32.7%)
Penicillium_subrubescens_OKP13693	#EAFF80	Medium (41.2%)
Penicillium_subrubescens_OKP13694	#905799	Far distant (25.5%)
Penicillium_subrubescens_OKP12677	#87CEEB	Low (33.2%)
Penicillium_subrubescens_OKP08299	#87CEEB	Low (31.1%)
Penicillium_subrubescens_OKP14804	#87CEEB	Low (32.2%)
Penicillium_subrubescens_OKP14805	#905799	Far distant (18.8%)
Penicillium_subrubescens_OKO98649	#905799	Far distant (29.2%)
Penicillium_subrubescens_OKO97673	#905799	Far distant (27.3%)
Penicillium_subrubescens_OKO96380	#87CEEB	Low (30.2%)
Penicillium_subrubescens_OKO95916	#87CEEB	Low (30.3%)
Penicillium_subrubescens_OKO92258	#87CEEB	Low (38.3%)
Penicillium_subrubescens_OKO92259	#87CEEB	Low (31.0%)
Penicillium_subrubescens_OKO91876	#87CEEB	Low (34.4%)
Penicillium_subrubescens_OKO90552	#87CEEB	Low (32.2%)
Penicillium_subrubescens_OKO89965	#905799	Far distant (29.1%)
Penicillium_vulpinum_OQE11715	#87CEEB	Low (31.2%)
Penicillium_vulpinum_OQE11724	#905799	Far distant (28.1%)
Penicillium_vulpinum_OQE10827	#87CEEB	Low (31.5%)
Penicillium_vulpinum_OQE06429	#87CEEB	Low (38.7%)
Penicillium_vulpinum_OQE06491	#87CEEB	Low (34.5%)
Penicillium_vulpinum_OQE05410	#87CEEB	Low (34.6%)
Penicillium_vulpinum_OQE04709	#905799	Far distant (25.9%)
Penicillium_vulpinum_OQE04668	#905799	Far distant (29.5%)
Penicillium_vulpinum_OQE00378	#87CEEB	Low (35.4%)
Penicillium_vulpinum_OQD99013	#87CEEB	Low (31.6%)
Penicillium_vulpinum_OQD97870	#87CEEB	Low (35.3%)
Penicillium_vulpinum_OQD97582	#87CEEB	Low (35.4%)
Peniophora_sp_KZV71663	#87CEEB	Low (34.1%)
Peniophora_sp_KZV66765	#87CEEB	Low (37.2%)
Peniophora_sp_KZV66775	#87CEEB	Low (33.9%)
Peniophora_sp_KZV66777	#87CEEB	Low (32.1%)
Peniophora_sp_KZV66778	#905799	Far distant (29.8%)
Peniophora_sp_KZV60870	#87CEEB	Low (36.1%)
Peniophora_sp_KZV76077	#87CEEB	Low (33.2%)
Peniophora_sp_KZV66032	#87CEEB	Low (32.6%)
Peniophora_sp_KZV64905	#87CEEB	Low (33.2%)
Peniophora_sp_KZV64906	#87CEEB	Low (30.5%)
Peniophora_sp_KZV73866	#87CEEB	Low (33.0%)
Peniophora_sp_KZV61696	#87CEEB	Low (34.6%)
Peniophora_sp_KZV61697	#87CEEB	Low (32.7%)
Periconia_macrospinosa_PVI06989	#87CEEB	Low (32.5%)
Periconia_macrospinosa_PVI06099	#87CEEB	Low (34.7%)
